ecosystem,component_name,component_version,purl,vulnerability_id,cve,vulnerability_description,is_vulnerable
npm,body-parser,1.20.2,pkg:npm/body-parser@1.20.2,GHSA-qwcr-r2fm-qrc7,CVE-2024-45590,body-parser vulnerable to denial of service when url encoding is enabled,True
npm,validator,13.15.0,pkg:npm/validator@13.15.0,GHSA-9965-vmph-33xx,CVE-2025-56200,validator.js has a URL validation bypass vulnerability in its isURL function,True
npm,validator,13.15.0,pkg:npm/validator@13.15.0,GHSA-vghf-hv5q-vc2g,CVE-2025-12758,Validator is Vulnerable to Incomplete Filtering of One or More Instances of Special Elements,True
npm,node-notifier,7.0.2,pkg:npm/node-notifier@7.0.2,GHSA-5fw9-fq32-wv5p,CVE-2020-7789,OS Command Injection in node-notifier,True
npm,passport,0.5.3,pkg:npm/passport@0.5.3,GHSA-v923-w3x8-wh69,CVE-2022-25896,Passport vulnerable to session regeneration when a users logs in or out,True
npm,validator,13.7.0,pkg:npm/validator@13.7.0,GHSA-9965-vmph-33xx,CVE-2025-56200,validator.js has a URL validation bypass vulnerability in its isURL function,True
npm,validator,13.7.0,pkg:npm/validator@13.7.0,GHSA-vghf-hv5q-vc2g,CVE-2025-12758,Validator is Vulnerable to Incomplete Filtering of One or More Instances of Special Elements,True
npm,koa,3.0.1,pkg:npm/koa@3.0.1,GHSA-g8mr-fgfg-5qpc,CVE-2025-62595,Koa Vulnerable to Open Redirect via Trailing Double-Slash (//) in back Redirect Logic,True
npm,multer,1.4.4,pkg:npm/multer@1.4.4,GHSA-44fp-w29j-9vj5,CVE-2025-47935,Multer vulnerable to Denial of Service via memory leaks from unclosed streams,True
npm,multer,1.4.4,pkg:npm/multer@1.4.4,GHSA-4pg4-qvpc-4q3h,CVE-2025-47944,Multer vulnerable to Denial of Service from maliciously crafted requests,True
npm,multer,1.4.4,pkg:npm/multer@1.4.4,GHSA-fjgf-rc76-4x9p,CVE-2025-7338,Multer vulnerable to Denial of Service via unhandled exception from malformed request,True
npm,multer,1.4.4,pkg:npm/multer@1.4.4,GHSA-g5hg-p3ph-g8qg,CVE-2025-48997,Multer vulnerable to Denial of Service via unhandled exception,True
npm,tar,7.4.4,pkg:npm/tar@7.4.4,GHSA-8qq5-rm4j-mr97,CVE-2026-23745,node-tar is Vulnerable to Arbitrary File Overwrite and Symlink Poisoning via Insufficient Path Sanitization,True
npm,tar,7.4.4,pkg:npm/tar@7.4.4,GHSA-r6q2-hw4h-h46w,CVE-2026-23950,Race Condition in node-tar Path Reservations via Unicode Ligature Collisions on macOS APFS,True
npm,serve-static,2.0.0,pkg:npm/serve-static@2.0.0,GHSA-cm22-4g7w-348p,CVE-2024-43800,serve-static vulnerable to template injection that can lead to XSS,True
npm,multer,2.0.0,pkg:npm/multer@2.0.0,GHSA-fjgf-rc76-4x9p,CVE-2025-7338,Multer vulnerable to Denial of Service via unhandled exception from malformed request,True
npm,multer,2.0.0,pkg:npm/multer@2.0.0,GHSA-g5hg-p3ph-g8qg,CVE-2025-48997,Multer vulnerable to Denial of Service via unhandled exception,True
npm,crypto-js,4.1.1,pkg:npm/crypto-js@4.1.1,GHSA-xwcq-pm8m-c4vf,CVE-2023-46233,"crypto-js PBKDF2 1,000 times weaker than specified in 1993 and 1.3M times weaker than current standard",True
npm,lodash,4.17.19,pkg:npm/lodash@4.17.19,GHSA-29mw-wpgm-hmr9,CVE-2020-28500,Regular Expression Denial of Service (ReDoS) in lodash,True
npm,lodash,4.17.19,pkg:npm/lodash@4.17.19,GHSA-35jh-r3h4-6jhm,CVE-2021-23337,Command Injection in lodash,True
npm,lodash,4.17.19,pkg:npm/lodash@4.17.19,GHSA-xxjr-mmjv-4gpg,CVE-2025-13465,Lodash has Prototype Pollution Vulnerability in `_.unset` and `_.omit` functions,True
npm,validator,13.15.15,pkg:npm/validator@13.15.15,GHSA-9965-vmph-33xx,CVE-2025-56200,validator.js has a URL validation bypass vulnerability in its isURL function,True
npm,validator,13.15.15,pkg:npm/validator@13.15.15,GHSA-vghf-hv5q-vc2g,CVE-2025-12758,Validator is Vulnerable to Incomplete Filtering of One or More Instances of Special Elements,True
npm,aws-sdk,2.1685.0,pkg:npm/aws-sdk@2.1685.0,GHSA-j965-2qgj-vjmq,,JavaScript SDK v2 users should add validation to the region parameter value in or migrate to v3,True
npm,aws-sdk,2.1684.0,pkg:npm/aws-sdk@2.1684.0,GHSA-j965-2qgj-vjmq,,JavaScript SDK v2 users should add validation to the region parameter value in or migrate to v3,True
npm,webpack-dev-server,5.0.4,pkg:npm/webpack-dev-server@5.0.4,GHSA-4v9v-hfq4-rm2v,CVE-2025-30359,webpack-dev-server users' source code may be stolen when they access a malicious web site,True
npm,webpack-dev-server,5.0.4,pkg:npm/webpack-dev-server@5.0.4,GHSA-9jgg-88mc-972h,CVE-2025-30360,webpack-dev-server users' source code may be stolen when they access a malicious web site with non-Chromium based browser,True
npm,minimist,1.2.3,pkg:npm/minimist@1.2.3,GHSA-xvch-5gv4-984h,CVE-2021-44906,Prototype Pollution in minimist,True
npm,tar,7.4.3,pkg:npm/tar@7.4.3,GHSA-8qq5-rm4j-mr97,CVE-2026-23745,node-tar is Vulnerable to Arbitrary File Overwrite and Symlink Poisoning via Insufficient Path Sanitization,True
npm,tar,7.4.3,pkg:npm/tar@7.4.3,GHSA-r6q2-hw4h-h46w,CVE-2026-23950,Race Condition in node-tar Path Reservations via Unicode Ligature Collisions on macOS APFS,True
npm,aws-sdk,2.1690.0,pkg:npm/aws-sdk@2.1690.0,GHSA-j965-2qgj-vjmq,,JavaScript SDK v2 users should add validation to the region parameter value in or migrate to v3,True
npm,crypto-js,3.2.1,pkg:npm/crypto-js@3.2.1,GHSA-xwcq-pm8m-c4vf,CVE-2023-46233,"crypto-js PBKDF2 1,000 times weaker than specified in 1993 and 1.3M times weaker than current standard",True
npm,moment,2.29.0,pkg:npm/moment@2.29.0,GHSA-8hfj-j24r-96c4,CVE-2022-24785,Path Traversal: 'dir/../../filename' in moment.locale,True
npm,moment,2.29.0,pkg:npm/moment@2.29.0,GHSA-wc69-rhjr-hc9g,CVE-2022-31129,Moment.js vulnerable to Inefficient Regular Expression Complexity,True
npm,webpack-dev-server,5.0.3,pkg:npm/webpack-dev-server@5.0.3,GHSA-4v9v-hfq4-rm2v,CVE-2025-30359,webpack-dev-server users' source code may be stolen when they access a malicious web site,True
npm,webpack-dev-server,5.0.3,pkg:npm/webpack-dev-server@5.0.3,GHSA-9jgg-88mc-972h,CVE-2025-30360,webpack-dev-server users' source code may be stolen when they access a malicious web site with non-Chromium based browser,True
npm,validator,13.11.0,pkg:npm/validator@13.11.0,GHSA-9965-vmph-33xx,CVE-2025-56200,validator.js has a URL validation bypass vulnerability in its isURL function,True
npm,validator,13.11.0,pkg:npm/validator@13.11.0,GHSA-vghf-hv5q-vc2g,CVE-2025-12758,Validator is Vulnerable to Incomplete Filtering of One or More Instances of Special Elements,True
npm,svelte,5.46.1,pkg:npm/svelte@5.46.1,GHSA-6738-r8g5-qwp3,CVE-2025-15265,svelte vulnerable to Cross-site Scripting,True
npm,glob,10.4.5,pkg:npm/glob@10.4.5,GHSA-5j98-mcp5-4vw2,CVE-2025-64756,glob CLI: Command injection via -c/--cmd executes matches with shell:true,True
npm,glob,10.4.4,pkg:npm/glob@10.4.4,GHSA-5j98-mcp5-4vw2,CVE-2025-64756,glob CLI: Command injection via -c/--cmd executes matches with shell:true,True
npm,node-fetch,3.2.4,pkg:npm/node-fetch@3.2.4,GHSA-vp56-6g26-6827,CVE-2022-2596,node-fetch Inefficient Regular Expression Complexity,True
npm,knex,2.3.0,pkg:npm/knex@2.3.0,GHSA-4jv9-3563-23j3,CVE-2016-20018,Knex.js has a limited SQL injection vulnerability,True
npm,angular,1.8.0,pkg:npm/angular@1.8.0,GHSA-2qqx-w9hr-q5gx,CVE-2023-26117,angular vulnerable to regular expression denial of service via the $resource service,True
npm,angular,1.8.0,pkg:npm/angular@1.8.0,GHSA-2vrf-hf26-jrp5,CVE-2023-26116,angular vulnerable to regular expression denial of service via the angular.copy() utility,True
npm,angular,1.8.0,pkg:npm/angular@1.8.0,GHSA-4w4v-5hc9-xrr2,CVE-2024-21490,angular vulnerable to super-linear runtime due to backtracking,True
npm,angular,1.8.0,pkg:npm/angular@1.8.0,GHSA-j58c-ww9w-pwp5,CVE-2025-0716,AngularJS improperly sanitizes SVG elements,True
npm,angular,1.8.0,pkg:npm/angular@1.8.0,GHSA-m2h2-264f-f486,CVE-2022-25844,angular vulnerable to regular expression denial of service (ReDoS),True
npm,angular,1.8.0,pkg:npm/angular@1.8.0,GHSA-m9gf-397r-hwpg,CVE-2024-8372,AngularJS allows attackers to bypass common image source restrictions,True
npm,angular,1.8.0,pkg:npm/angular@1.8.0,GHSA-mqm9-c95h-x2p6,CVE-2024-8373,AngularJS allows attackers to bypass common image source restrictions,True
npm,angular,1.8.0,pkg:npm/angular@1.8.0,GHSA-prc3-vjfx-vhm9,CVE-2022-25869,Angular (deprecated package) Cross-site Scripting,True
npm,angular,1.8.0,pkg:npm/angular@1.8.0,GHSA-qwqh-hm9m-p5hr,CVE-2023-26118,"angular vulnerable to regular expression denial of service via the <input type=""url""> element",True
npm,webpack-dev-server,5.2.0,pkg:npm/webpack-dev-server@5.2.0,GHSA-4v9v-hfq4-rm2v,CVE-2025-30359,webpack-dev-server users' source code may be stolen when they access a malicious web site,True
npm,webpack-dev-server,5.2.0,pkg:npm/webpack-dev-server@5.2.0,GHSA-9jgg-88mc-972h,CVE-2025-30360,webpack-dev-server users' source code may be stolen when they access a malicious web site with non-Chromium based browser,True
npm,minimist,1.2.4,pkg:npm/minimist@1.2.4,GHSA-xvch-5gv4-984h,CVE-2021-44906,Prototype Pollution in minimist,True
npm,validator,13.12.0,pkg:npm/validator@13.12.0,GHSA-9965-vmph-33xx,CVE-2025-56200,validator.js has a URL validation bypass vulnerability in its isURL function,True
npm,validator,13.12.0,pkg:npm/validator@13.12.0,GHSA-vghf-hv5q-vc2g,CVE-2025-12758,Validator is Vulnerable to Incomplete Filtering of One or More Instances of Special Elements,True
npm,passport,0.5.2,pkg:npm/passport@0.5.2,GHSA-v923-w3x8-wh69,CVE-2022-25896,Passport vulnerable to session regeneration when a users logs in or out,True
npm,webpack-dev-server,5.0.1,pkg:npm/webpack-dev-server@5.0.1,GHSA-4v9v-hfq4-rm2v,CVE-2025-30359,webpack-dev-server users' source code may be stolen when they access a malicious web site,True
npm,webpack-dev-server,5.0.1,pkg:npm/webpack-dev-server@5.0.1,GHSA-9jgg-88mc-972h,CVE-2025-30360,webpack-dev-server users' source code may be stolen when they access a malicious web site with non-Chromium based browser,True
npm,minimist,1.2.1,pkg:npm/minimist@1.2.1,GHSA-vh95-rmgr-6w4m,CVE-2020-7598,Prototype Pollution in minimist,True
npm,minimist,1.2.1,pkg:npm/minimist@1.2.1,GHSA-xvch-5gv4-984h,CVE-2021-44906,Prototype Pollution in minimist,True
npm,node-notifier,7.0.1,pkg:npm/node-notifier@7.0.1,GHSA-5fw9-fq32-wv5p,CVE-2020-7789,OS Command Injection in node-notifier,True
npm,glob,11.0.0,pkg:npm/glob@11.0.0,GHSA-5j98-mcp5-4vw2,CVE-2025-64756,glob CLI: Command injection via -c/--cmd executes matches with shell:true,True
npm,crypto-js,3.2.0,pkg:npm/crypto-js@3.2.0,GHSA-3w3w-pxmm-2w2j,CVE-2020-36732,crypto-js uses insecure random numbers,True
npm,crypto-js,3.2.0,pkg:npm/crypto-js@3.2.0,GHSA-xwcq-pm8m-c4vf,CVE-2023-46233,"crypto-js PBKDF2 1,000 times weaker than specified in 1993 and 1.3M times weaker than current standard",True
npm,request,2.88.2,pkg:npm/request@2.88.2,GHSA-p8p7-x288-28g6,CVE-2023-28155,Server-Side Request Forgery in Request,True
npm,ws,8.15.1,pkg:npm/ws@8.15.1,GHSA-3h5v-q93c-6h6q,CVE-2024-37890,ws affected by a DoS when handling a request with many HTTP headers,True
npm,node-fetch,3.2.6,pkg:npm/node-fetch@3.2.6,GHSA-vp56-6g26-6827,CVE-2022-2596,node-fetch Inefficient Regular Expression Complexity,True
npm,moment,2.29.1,pkg:npm/moment@2.29.1,GHSA-8hfj-j24r-96c4,CVE-2022-24785,Path Traversal: 'dir/../../filename' in moment.locale,True
npm,moment,2.29.1,pkg:npm/moment@2.29.1,GHSA-wc69-rhjr-hc9g,CVE-2022-31129,Moment.js vulnerable to Inefficient Regular Expression Complexity,True
npm,angular,1.8.2,pkg:npm/angular@1.8.2,GHSA-2qqx-w9hr-q5gx,CVE-2023-26117,angular vulnerable to regular expression denial of service via the $resource service,True
npm,angular,1.8.2,pkg:npm/angular@1.8.2,GHSA-2vrf-hf26-jrp5,CVE-2023-26116,angular vulnerable to regular expression denial of service via the angular.copy() utility,True
npm,angular,1.8.2,pkg:npm/angular@1.8.2,GHSA-4w4v-5hc9-xrr2,CVE-2024-21490,angular vulnerable to super-linear runtime due to backtracking,True
npm,angular,1.8.2,pkg:npm/angular@1.8.2,GHSA-j58c-ww9w-pwp5,CVE-2025-0716,AngularJS improperly sanitizes SVG elements,True
npm,angular,1.8.2,pkg:npm/angular@1.8.2,GHSA-m2h2-264f-f486,CVE-2022-25844,angular vulnerable to regular expression denial of service (ReDoS),True
npm,angular,1.8.2,pkg:npm/angular@1.8.2,GHSA-m9gf-397r-hwpg,CVE-2024-8372,AngularJS allows attackers to bypass common image source restrictions,True
npm,angular,1.8.2,pkg:npm/angular@1.8.2,GHSA-mqm9-c95h-x2p6,CVE-2024-8373,AngularJS allows attackers to bypass common image source restrictions,True
npm,angular,1.8.2,pkg:npm/angular@1.8.2,GHSA-prc3-vjfx-vhm9,CVE-2022-25869,Angular (deprecated package) Cross-site Scripting,True
npm,angular,1.8.2,pkg:npm/angular@1.8.2,GHSA-qwqh-hm9m-p5hr,CVE-2023-26118,"angular vulnerable to regular expression denial of service via the <input type=""url""> element",True
npm,koa,3.0.0,pkg:npm/koa@3.0.0,GHSA-jgmv-j7ww-jx2x,CVE-2025-8129,Koa Open Redirect via Referrer Header (User-Controlled),True
npm,nanoid,5.0.8,pkg:npm/nanoid@5.0.8,GHSA-mwcw-c2x4-8c55,CVE-2024-55565,Predictable results in nanoid generation when given non-integer values,True
npm,send,0.17.2,pkg:npm/send@0.17.2,GHSA-m6fv-jmcg-4jfg,CVE-2024-43799,send vulnerable to template injection that can lead to XSS,True
npm,node-fetch,3.2.5,pkg:npm/node-fetch@3.2.5,GHSA-vp56-6g26-6827,CVE-2022-2596,node-fetch Inefficient Regular Expression Complexity,True
npm,axios,1.9.0,pkg:npm/axios@1.9.0,GHSA-4hjh-wcwx-xvwj,CVE-2025-58754,Axios is vulnerable to DoS attack through lack of data size check,True
npm,serve-static,1.15.0,pkg:npm/serve-static@1.15.0,GHSA-cm22-4g7w-348p,CVE-2024-43800,serve-static vulnerable to template injection that can lead to XSS,True
npm,body-parser,2.2.0,pkg:npm/body-parser@2.2.0,GHSA-wqch-xfxh-vrr4,CVE-2025-13466,body-parser is vulnerable to denial of service when url encoding is used,True
npm,node-fetch,3.2.8,pkg:npm/node-fetch@3.2.8,GHSA-vp56-6g26-6827,CVE-2022-2596,node-fetch Inefficient Regular Expression Complexity,True
npm,svelte,5.46.0,pkg:npm/svelte@5.46.0,GHSA-6738-r8g5-qwp3,CVE-2025-15265,svelte vulnerable to Cross-site Scripting,True
npm,lodash,4.17.21,pkg:npm/lodash@4.17.21,GHSA-xxjr-mmjv-4gpg,CVE-2025-13465,Lodash has Prototype Pollution Vulnerability in `_.unset` and `_.omit` functions,True
npm,node-fetch,3.2.9,pkg:npm/node-fetch@3.2.9,GHSA-vp56-6g26-6827,CVE-2022-2596,node-fetch Inefficient Regular Expression Complexity,True
npm,lodash,4.17.18,pkg:npm/lodash@4.17.18,GHSA-29mw-wpgm-hmr9,CVE-2020-28500,Regular Expression Denial of Service (ReDoS) in lodash,True
npm,lodash,4.17.18,pkg:npm/lodash@4.17.18,GHSA-35jh-r3h4-6jhm,CVE-2021-23337,Command Injection in lodash,True
npm,lodash,4.17.18,pkg:npm/lodash@4.17.18,GHSA-p6mc-m468-83gw,CVE-2020-8203,Prototype Pollution in lodash,True
npm,lodash,4.17.18,pkg:npm/lodash@4.17.18,GHSA-xxjr-mmjv-4gpg,CVE-2025-13465,Lodash has Prototype Pollution Vulnerability in `_.unset` and `_.omit` functions,True
npm,json5,2.1.2,pkg:npm/json5@2.1.2,GHSA-9c47-m6qq-7p4h,CVE-2022-46175,Prototype Pollution in JSON5 via Parse Method,True
npm,aws-sdk,2.1691.0,pkg:npm/aws-sdk@2.1691.0,GHSA-j965-2qgj-vjmq,,JavaScript SDK v2 users should add validation to the region parameter value in or migrate to v3,True
npm,moment,2.29.2,pkg:npm/moment@2.29.2,GHSA-wc69-rhjr-hc9g,CVE-2022-31129,Moment.js vulnerable to Inefficient Regular Expression Complexity,True
npm,tar,7.4.2,pkg:npm/tar@7.4.2,GHSA-8qq5-rm4j-mr97,CVE-2026-23745,node-tar is Vulnerable to Arbitrary File Overwrite and Symlink Poisoning via Insufficient Path Sanitization,True
npm,tar,7.4.2,pkg:npm/tar@7.4.2,GHSA-r6q2-hw4h-h46w,CVE-2026-23950,Race Condition in node-tar Path Reservations via Unicode Ligature Collisions on macOS APFS,True
npm,moment,2.26.0,pkg:npm/moment@2.26.0,GHSA-8hfj-j24r-96c4,CVE-2022-24785,Path Traversal: 'dir/../../filename' in moment.locale,True
npm,moment,2.26.0,pkg:npm/moment@2.26.0,GHSA-wc69-rhjr-hc9g,CVE-2022-31129,Moment.js vulnerable to Inefficient Regular Expression Complexity,True
npm,json5,2.2.1,pkg:npm/json5@2.2.1,GHSA-9c47-m6qq-7p4h,CVE-2022-46175,Prototype Pollution in JSON5 via Parse Method,True
npm,aws-sdk,2.1693.0,pkg:npm/aws-sdk@2.1693.0,GHSA-j965-2qgj-vjmq,,JavaScript SDK v2 users should add validation to the region parameter value in or migrate to v3,True
npm,angular,1.8.1,pkg:npm/angular@1.8.1,GHSA-2qqx-w9hr-q5gx,CVE-2023-26117,angular vulnerable to regular expression denial of service via the $resource service,True
npm,angular,1.8.1,pkg:npm/angular@1.8.1,GHSA-2vrf-hf26-jrp5,CVE-2023-26116,angular vulnerable to regular expression denial of service via the angular.copy() utility,True
npm,angular,1.8.1,pkg:npm/angular@1.8.1,GHSA-4w4v-5hc9-xrr2,CVE-2024-21490,angular vulnerable to super-linear runtime due to backtracking,True
npm,angular,1.8.1,pkg:npm/angular@1.8.1,GHSA-j58c-ww9w-pwp5,CVE-2025-0716,AngularJS improperly sanitizes SVG elements,True
npm,angular,1.8.1,pkg:npm/angular@1.8.1,GHSA-m2h2-264f-f486,CVE-2022-25844,angular vulnerable to regular expression denial of service (ReDoS),True
npm,angular,1.8.1,pkg:npm/angular@1.8.1,GHSA-m9gf-397r-hwpg,CVE-2024-8372,AngularJS allows attackers to bypass common image source restrictions,True
npm,angular,1.8.1,pkg:npm/angular@1.8.1,GHSA-mqm9-c95h-x2p6,CVE-2024-8373,AngularJS allows attackers to bypass common image source restrictions,True
npm,angular,1.8.1,pkg:npm/angular@1.8.1,GHSA-prc3-vjfx-vhm9,CVE-2022-25869,Angular (deprecated package) Cross-site Scripting,True
npm,angular,1.8.1,pkg:npm/angular@1.8.1,GHSA-qwqh-hm9m-p5hr,CVE-2023-26118,"angular vulnerable to regular expression denial of service via the <input type=""url""> element",True
npm,follow-redirects,1.15.3,pkg:npm/follow-redirects@1.15.3,GHSA-cxjh-pqwp-8mfp,CVE-2024-28849,follow-redirects' Proxy-Authorization header kept across hosts,True
npm,follow-redirects,1.15.3,pkg:npm/follow-redirects@1.15.3,GHSA-jchw-25xp-jwwc,CVE-2023-26159,Follow Redirects improperly handles URLs in the url.parse() function,True
npm,tar,7.5.0,pkg:npm/tar@7.5.0,GHSA-8qq5-rm4j-mr97,CVE-2026-23745,node-tar is Vulnerable to Arbitrary File Overwrite and Symlink Poisoning via Insufficient Path Sanitization,True
npm,tar,7.5.0,pkg:npm/tar@7.5.0,GHSA-r6q2-hw4h-h46w,CVE-2026-23950,Race Condition in node-tar Path Reservations via Unicode Ligature Collisions on macOS APFS,True
npm,moment,2.27.0,pkg:npm/moment@2.27.0,GHSA-8hfj-j24r-96c4,CVE-2022-24785,Path Traversal: 'dir/../../filename' in moment.locale,True
npm,moment,2.27.0,pkg:npm/moment@2.27.0,GHSA-wc69-rhjr-hc9g,CVE-2022-31129,Moment.js vulnerable to Inefficient Regular Expression Complexity,True
npm,moment,2.28.0,pkg:npm/moment@2.28.0,GHSA-8hfj-j24r-96c4,CVE-2022-24785,Path Traversal: 'dir/../../filename' in moment.locale,True
npm,moment,2.28.0,pkg:npm/moment@2.28.0,GHSA-wc69-rhjr-hc9g,CVE-2022-31129,Moment.js vulnerable to Inefficient Regular Expression Complexity,True
npm,node-notifier,8.0.0,pkg:npm/node-notifier@8.0.0,GHSA-5fw9-fq32-wv5p,CVE-2020-7789,OS Command Injection in node-notifier,True
npm,crypto-js,4.0.0,pkg:npm/crypto-js@4.0.0,GHSA-xwcq-pm8m-c4vf,CVE-2023-46233,"crypto-js PBKDF2 1,000 times weaker than specified in 1993 and 1.3M times weaker than current standard",True
npm,webpack-dev-server,5.1.0,pkg:npm/webpack-dev-server@5.1.0,GHSA-4v9v-hfq4-rm2v,CVE-2025-30359,webpack-dev-server users' source code may be stolen when they access a malicious web site,True
npm,webpack-dev-server,5.1.0,pkg:npm/webpack-dev-server@5.1.0,GHSA-9jgg-88mc-972h,CVE-2025-30360,webpack-dev-server users' source code may be stolen when they access a malicious web site with non-Chromium based browser,True
npm,glob,11.0.2,pkg:npm/glob@11.0.2,GHSA-5j98-mcp5-4vw2,CVE-2025-64756,glob CLI: Command injection via -c/--cmd executes matches with shell:true,True
npm,ws,8.15.0,pkg:npm/ws@8.15.0,GHSA-3h5v-q93c-6h6q,CVE-2024-37890,ws affected by a DoS when handling a request with many HTTP headers,True
npm,micromatch,4.0.3,pkg:npm/micromatch@4.0.3,GHSA-952p-6rrq-rcjv,CVE-2024-4067,Regular Expression Denial of Service (ReDoS) in micromatch,True
npm,ws,8.16.0,pkg:npm/ws@8.16.0,GHSA-3h5v-q93c-6h6q,CVE-2024-37890,ws affected by a DoS when handling a request with many HTTP headers,True
npm,node-notifier,7.0.0,pkg:npm/node-notifier@7.0.0,GHSA-5fw9-fq32-wv5p,CVE-2020-7789,OS Command Injection in node-notifier,True
npm,passport,0.5.1,pkg:npm/passport@0.5.1,GHSA-v923-w3x8-wh69,CVE-2022-25896,Passport vulnerable to session regeneration when a users logs in or out,True
npm,glob,11.0.3,pkg:npm/glob@11.0.3,GHSA-5j98-mcp5-4vw2,CVE-2025-64756,glob CLI: Command injection via -c/--cmd executes matches with shell:true,True
npm,json5,2.1.3,pkg:npm/json5@2.1.3,GHSA-9c47-m6qq-7p4h,CVE-2022-46175,Prototype Pollution in JSON5 via Parse Method,True
npm,micromatch,4.0.6,pkg:npm/micromatch@4.0.6,GHSA-952p-6rrq-rcjv,CVE-2024-4067,Regular Expression Denial of Service (ReDoS) in micromatch,True
npm,micromatch,4.0.5,pkg:npm/micromatch@4.0.5,GHSA-952p-6rrq-rcjv,CVE-2024-4067,Regular Expression Denial of Service (ReDoS) in micromatch,True
npm,crypto-js,4.1.0,pkg:npm/crypto-js@4.1.0,GHSA-xwcq-pm8m-c4vf,CVE-2023-46233,"crypto-js PBKDF2 1,000 times weaker than specified in 1993 and 1.3M times weaker than current standard",True
npm,validator,13.15.20,pkg:npm/validator@13.15.20,GHSA-vghf-hv5q-vc2g,CVE-2025-12758,Validator is Vulnerable to Incomplete Filtering of One or More Instances of Special Elements,True
npm,aws-sdk,2.1688.0,pkg:npm/aws-sdk@2.1688.0,GHSA-j965-2qgj-vjmq,,JavaScript SDK v2 users should add validation to the region parameter value in or migrate to v3,True
npm,bcrypt,3.0.8,pkg:npm/bcrypt@3.0.8,GHSA-5wg4-74h6-q47v,CVE-2020-7689,Integer Overflow or Wraparound and Use of a Broken or Risky Cryptographic Algorithm in bcrypt,True
npm,cookie,0.5.0,pkg:npm/cookie@0.5.0,GHSA-pxg6-pf52-xh8x,CVE-2024-47764,"cookie accepts cookie name, path, and domain with out of bounds characters",True
npm,minimist,1.2.2,pkg:npm/minimist@1.2.2,GHSA-vh95-rmgr-6w4m,CVE-2020-7598,Prototype Pollution in minimist,True
npm,minimist,1.2.2,pkg:npm/minimist@1.2.2,GHSA-xvch-5gv4-984h,CVE-2021-44906,Prototype Pollution in minimist,True
npm,webpack-dev-server,5.0.2,pkg:npm/webpack-dev-server@5.0.2,GHSA-4v9v-hfq4-rm2v,CVE-2025-30359,webpack-dev-server users' source code may be stolen when they access a malicious web site,True
npm,webpack-dev-server,5.0.2,pkg:npm/webpack-dev-server@5.0.2,GHSA-9jgg-88mc-972h,CVE-2025-30360,webpack-dev-server users' source code may be stolen when they access a malicious web site with non-Chromium based browser,True
npm,svelte,5.46.3,pkg:npm/svelte@5.46.3,GHSA-6738-r8g5-qwp3,CVE-2025-15265,svelte vulnerable to Cross-site Scripting,True
npm,multer,2.0.1,pkg:npm/multer@2.0.1,GHSA-fjgf-rc76-4x9p,CVE-2025-7338,Multer vulnerable to Denial of Service via unhandled exception from malformed request,True
npm,minimist,1.2.5,pkg:npm/minimist@1.2.5,GHSA-xvch-5gv4-984h,CVE-2021-44906,Prototype Pollution in minimist,True
npm,send,0.18.0,pkg:npm/send@0.18.0,GHSA-m6fv-jmcg-4jfg,CVE-2024-43799,send vulnerable to template injection that can lead to XSS,True
npm,passport,0.5.0,pkg:npm/passport@0.5.0,GHSA-v923-w3x8-wh69,CVE-2022-25896,Passport vulnerable to session regeneration when a users logs in or out,True
npm,micromatch,4.0.4,pkg:npm/micromatch@4.0.4,GHSA-952p-6rrq-rcjv,CVE-2024-4067,Regular Expression Denial of Service (ReDoS) in micromatch,True
npm,tar,7.5.2,pkg:npm/tar@7.5.2,GHSA-8qq5-rm4j-mr97,CVE-2026-23745,node-tar is Vulnerable to Arbitrary File Overwrite and Symlink Poisoning via Insufficient Path Sanitization,True
npm,tar,7.5.2,pkg:npm/tar@7.5.2,GHSA-r6q2-hw4h-h46w,CVE-2026-23950,Race Condition in node-tar Path Reservations via Unicode Ligature Collisions on macOS APFS,True
npm,axios,1.11.0,pkg:npm/axios@1.11.0,GHSA-4hjh-wcwx-xvwj,CVE-2025-58754,Axios is vulnerable to DoS attack through lack of data size check,True
npm,json5,2.2.0,pkg:npm/json5@2.2.0,GHSA-9c47-m6qq-7p4h,CVE-2022-46175,Prototype Pollution in JSON5 via Parse Method,True
npm,bcrypt,4.0.0,pkg:npm/bcrypt@4.0.0,GHSA-5wg4-74h6-q47v,CVE-2020-7689,Integer Overflow or Wraparound and Use of a Broken or Risky Cryptographic Algorithm in bcrypt,True
npm,koa,2.16.2,pkg:npm/koa@2.16.2,GHSA-g8mr-fgfg-5qpc,CVE-2025-62595,Koa Vulnerable to Open Redirect via Trailing Double-Slash (//) in back Redirect Logic,True
npm,angular,1.8.3,pkg:npm/angular@1.8.3,GHSA-2qqx-w9hr-q5gx,CVE-2023-26117,angular vulnerable to regular expression denial of service via the $resource service,True
npm,angular,1.8.3,pkg:npm/angular@1.8.3,GHSA-2vrf-hf26-jrp5,CVE-2023-26116,angular vulnerable to regular expression denial of service via the angular.copy() utility,True
npm,angular,1.8.3,pkg:npm/angular@1.8.3,GHSA-4w4v-5hc9-xrr2,CVE-2024-21490,angular vulnerable to super-linear runtime due to backtracking,True
npm,angular,1.8.3,pkg:npm/angular@1.8.3,GHSA-j58c-ww9w-pwp5,CVE-2025-0716,AngularJS improperly sanitizes SVG elements,True
