ecosystem,component_name,component_version,purl,vulnerability_id,cve,vulnerability_description,is_vulnerable
npm,minimist,1.2.2,pkg:npm/minimist@1.2.2,GHSA-xvch-5gv4-984h,CVE-2021-44906,Prototype Pollution in minimist,True
nuget,System.Data.SqlClient,4.8.5,pkg:nuget/System.Data.SqlClient@4.8.5,GHSA-98g6-xh36-x2p7,CVE-2024-0056,Microsoft.Data.SqlClient and System.Data.SqlClient vulnerable to SQL Data Provider Security Feature Bypass,True
nuget,System.Data.SqlClient,4.8.4,pkg:nuget/System.Data.SqlClient@4.8.4,GHSA-8g2p-5pqh-5jmc,CVE-2022-41064,.NET Information Disclosure Vulnerability,True
nuget,System.Data.SqlClient,4.8.4,pkg:nuget/System.Data.SqlClient@4.8.4,GHSA-98g6-xh36-x2p7,CVE-2024-0056,Microsoft.Data.SqlClient and System.Data.SqlClient vulnerable to SQL Data Provider Security Feature Bypass,True
nuget,System.Text.Json,8.0.1,pkg:nuget/System.Text.Json@8.0.1,GHSA-8g4q-xg66-9fp4,CVE-2024-43485,Microsoft Security Advisory CVE-2024-43485 | .NET Denial of Service Vulnerability,True
nuget,System.Text.Json,8.0.1,pkg:nuget/System.Text.Json@8.0.1,GHSA-hh2w-p6rv-4g7w,CVE-2024-30105,Microsoft Security Advisory CVE-2024-30105 | .NET Denial of Service Vulnerability,True
nuget,System.Data.SqlClient,4.5.3,pkg:nuget/System.Data.SqlClient@4.5.3,GHSA-8g2p-5pqh-5jmc,CVE-2022-41064,.NET Information Disclosure Vulnerability,True
nuget,System.Data.SqlClient,4.5.3,pkg:nuget/System.Data.SqlClient@4.5.3,GHSA-98g6-xh36-x2p7,CVE-2024-0056,Microsoft.Data.SqlClient and System.Data.SqlClient vulnerable to SQL Data Provider Security Feature Bypass,True
nuget,System.Text.Json,8.0.0,pkg:nuget/System.Text.Json@8.0.0,GHSA-8g4q-xg66-9fp4,CVE-2024-43485,Microsoft Security Advisory CVE-2024-43485 | .NET Denial of Service Vulnerability,True
nuget,System.Text.Json,8.0.0,pkg:nuget/System.Text.Json@8.0.0,GHSA-hh2w-p6rv-4g7w,CVE-2024-30105,Microsoft Security Advisory CVE-2024-30105 | .NET Denial of Service Vulnerability,True
nuget,System.Text.Json,7.0.4,pkg:nuget/System.Text.Json@7.0.4,GHSA-hh2w-p6rv-4g7w,CVE-2024-30105,Microsoft Security Advisory CVE-2024-30105 | .NET Denial of Service Vulnerability,True
nuget,Microsoft.Data.SqlClient,5.1.1,pkg:nuget/Microsoft.Data.SqlClient@5.1.1,GHSA-98g6-xh36-x2p7,CVE-2024-0056,Microsoft.Data.SqlClient and System.Data.SqlClient vulnerable to SQL Data Provider Security Feature Bypass,True
nuget,Microsoft.Data.SqlClient,5.1.2,pkg:nuget/Microsoft.Data.SqlClient@5.1.2,GHSA-98g6-xh36-x2p7,CVE-2024-0056,Microsoft.Data.SqlClient and System.Data.SqlClient vulnerable to SQL Data Provider Security Feature Bypass,True
nuget,System.Text.Json,8.0.3,pkg:nuget/System.Text.Json@8.0.3,GHSA-8g4q-xg66-9fp4,CVE-2024-43485,Microsoft Security Advisory CVE-2024-43485 | .NET Denial of Service Vulnerability,True
nuget,System.Text.Json,8.0.3,pkg:nuget/System.Text.Json@8.0.3,GHSA-hh2w-p6rv-4g7w,CVE-2024-30105,Microsoft Security Advisory CVE-2024-30105 | .NET Denial of Service Vulnerability,True
nuget,System.Text.Json,8.0.4,pkg:nuget/System.Text.Json@8.0.4,GHSA-8g4q-xg66-9fp4,CVE-2024-43485,Microsoft Security Advisory CVE-2024-43485 | .NET Denial of Service Vulnerability,True
nuget,System.Data.SqlClient,4.8.2,pkg:nuget/System.Data.SqlClient@4.8.2,GHSA-8g2p-5pqh-5jmc,CVE-2022-41064,.NET Information Disclosure Vulnerability,True
nuget,System.Data.SqlClient,4.8.2,pkg:nuget/System.Data.SqlClient@4.8.2,GHSA-98g6-xh36-x2p7,CVE-2024-0056,Microsoft.Data.SqlClient and System.Data.SqlClient vulnerable to SQL Data Provider Security Feature Bypass,True
nuget,System.Text.Json,8.0.2,pkg:nuget/System.Text.Json@8.0.2,GHSA-8g4q-xg66-9fp4,CVE-2024-43485,Microsoft Security Advisory CVE-2024-43485 | .NET Denial of Service Vulnerability,True
nuget,System.Text.Json,8.0.2,pkg:nuget/System.Text.Json@8.0.2,GHSA-hh2w-p6rv-4g7w,CVE-2024-30105,Microsoft Security Advisory CVE-2024-30105 | .NET Denial of Service Vulnerability,True
nuget,System.Data.SqlClient,4.8.1,pkg:nuget/System.Data.SqlClient@4.8.1,GHSA-8g2p-5pqh-5jmc,CVE-2022-41064,.NET Information Disclosure Vulnerability,True
nuget,System.Data.SqlClient,4.8.1,pkg:nuget/System.Data.SqlClient@4.8.1,GHSA-98g6-xh36-x2p7,CVE-2024-0056,Microsoft.Data.SqlClient and System.Data.SqlClient vulnerable to SQL Data Provider Security Feature Bypass,True
nuget,System.Data.SqlClient,4.8.3,pkg:nuget/System.Data.SqlClient@4.8.3,GHSA-8g2p-5pqh-5jmc,CVE-2022-41064,.NET Information Disclosure Vulnerability,True
nuget,System.Data.SqlClient,4.8.3,pkg:nuget/System.Data.SqlClient@4.8.3,GHSA-98g6-xh36-x2p7,CVE-2024-0056,Microsoft.Data.SqlClient and System.Data.SqlClient vulnerable to SQL Data Provider Security Feature Bypass,True
